Department Id;University Id;Faculty Id;Department Name;Language;Score Type
100410696;1004;;Biyomedikal Mühendisliği;;SAY
100410872;1004;;Biyomedikal Mühendisliği (KKTC Uyruklu);;SAY
100410633;1004;;Elektrik Mühendisliği;;SAY
100410218;1004;;Gıda Mühendisliği;;SAY
100410536;1004;;Harita Mühendisliği;;SAY
100410624;1004;;İnşaat Mühendisliği;;SAY
100410493;1004;;Kimya Mühendisliği;;SAY
100410236;1004;;Maden Mühendisliği;;SAY
100410245;1004;;Malzeme Bilimi ve Mühendisliği;;SAY
100490191;1004;;Çocuk Gelişimi;;EA
100410987;1004;;Sosyal Hizmet;;EA
100410651;1004;;Elektrik-Elektronik Mühendisliği;;SAY
100410669;1004;;Elektrik-Elektronik Mühendisliği (M.T.O.K.);;SAY
100410615;1004;;Makine Mühendisliği;;SAY
100410712;1004;;Mekatronik Mühendisliği;;SAY
100410599;1004;;Otomotiv Mühendisliği;;SAY
100410827;1004;;Gastronomi ve Mutfak Sanatları;;SÖZ
100430567;1004;;Gastronomi ve Mutfak Sanatları (İÖ);;SÖZ
100410818;1004;;Turizm İşletmeciliği;;EA
100410933;1004;;Turizm Rehberliği;;DİL
100430601;1004;;Turizm Rehberliği (İÖ);;DİL
100410324;1004;;Veteriner Fakültesi;;SAY
112690178;1126;;Diş Hekimliği Fakültesi;;SAY
112690221;1126;;Eczacılık Fakültesi;;SAY
112610554;1126;;Beslenme ve Diyetetik;;SAY
112610509;1126;;Fizyoterapi ve Rehabilitasyon;;SAY
112630637;1126;;Fizyoterapi ve Rehabilitasyon (İÖ);;SAY
112610333;1126;;Hemşirelik;;SAY
112610942;1126;;Sağlık Yönetimi;;EA
112630628;1126;;Sağlık Yönetimi (İÖ);;EA
112610315;1126;;Tıp Fakültesi;;SAY
100510298;1005;;Spor Yöneticiliği;;EA
100510235;1005;;Eczacılık Fakültesi;;SAY
100510077;1005;;İlköğretim Matematik Öğretmenliği;;SAY
100510086;1005;;Okul Öncesi Öğretmenliği;;SÖZ
100510095;1005;;Rehberlik ve Psikolojik Danışmanlık;;EA
100510023;1005;;Sınıf Öğretmenliği;;EA
100510032;1005;;Sosyal Bilgiler Öğretmenliği;;SÖZ
100510041;1005;;Türkçe Öğretmenliği;;SÖZ
100510262;1005;;Coğrafya;;SÖZ
100590075;1005;;İngiliz Dili ve Edebiyatı (İngilizce);;DİL
100510174;1005;;Matematik;;SAY
100590058;1005;;Moleküler Biyoloji ve Genetik;;SAY
100510208;1005;;Rus Dili ve Edebiyatı;;DİL
100590064;1005;;Sosyoloji;;EA
100510138;1005;;Tarih;;SÖZ
100530099;1005;;Tarih (İÖ);;SÖZ
100510129;1005;;Türk Dili ve Edebiyatı;;SÖZ
100530063;1005;;Türk Dili ve Edebiyatı (İÖ);;SÖZ
100590077;1005;;Halkla İlişkiler ve Reklamcılık;;SÖZ
100510183;1005;;İşletme;;EA
100510253;1005;;Siyaset Bilimi ve Kamu Yönetimi;;EA
100510217;1005;;İslami İlimler;;SÖZ
100530169;1005;;İslami İlimler (İÖ);;SÖZ
100590078;1005;;Sosyal Hizmet;;EA
100510289;1005;;Beslenme ve Diyetetik;;SAY
100530178;1005;;Beslenme ve Diyetetik (İÖ);;SAY
100510059;1005;;Hemşirelik;;SAY
100590061;1005;;Tıp Fakültesi;;SAY
100590083;1005;;Gastronomi ve Mutfak Sanatları;;SÖZ
100590073;1005;;İngilizce Mütercim ve Tercümanlık;;DİL
100590074;1005;;İngilizce Mütercim ve Tercümanlık (İÖ);;DİL
100710684;1007;;Diş Hekimliği Fakültesi;;SAY
100710675;1007;;Alman Dili ve Edebiyatı;;DİL
100710048;1007;;Arkeoloji;;EA
100711037;1007;;Coğrafya;;SÖZ
100730449;1007;;Coğrafya (İÖ);;SÖZ
100710066;1007;;Eski Yunan Dili ve Edebiyatı;;DİL
100710075;1007;;Felsefe;;EA
100710754;1007;;İngiliz Dili ve Edebiyatı (İngilizce);;DİL
100730361;1007;;İngiliz Dili ve Edebiyatı (İngilizce) (İÖ);;DİL
100790419;1007;;Latin Dili ve Edebiyatı;;DİL
100710878;1007;;Psikoloji;;EA
100790417;1007;;Rus Dili ve Edebiyatı;;DİL
100710657;1007;;Sanat Tarihi;;SÖZ
100710118;1007;;Sosyoloji;;EA
100710127;1007;;Tarih;;SÖZ
100710569;1007;;Türk Dili ve Edebiyatı;;SÖZ
100730185;1007;;Türk Dili ve Edebiyatı (İÖ);;SÖZ
100710472;1007;;Fen Bilgisi Öğretmenliği;;SAY
100710612;1007;;İlköğretim Matematik Öğretmenliği;;SAY
100710012;1007;;İngilizce Öğretmenliği;;DİL
100710021;1007;;Okul Öncesi Öğretmenliği;;SÖZ
100790319;1007;;Özel Eğitim Öğretmenliği;;SÖZ
100710833;1007;;Rehberlik ve Psikolojik Danışmanlık;;EA
100710039;1007;;Sınıf Öğretmenliği;;EA
100710587;1007;;Sosyal Bilgiler Öğretmenliği;;SÖZ
100710463;1007;;Türkçe Öğretmenliği;;SÖZ
100710057;1007;;Biyoloji;;SAY
100710084;1007;;Fizik;;SAY
100710093;1007;;Kimya;;SAY
100710109;1007;;Matematik;;SAY
100710693;1007;;Uzay Bilimleri ve Teknolojileri;;SAY
100710136;1007;;Sinema ve Televizyon;;SÖZ
100710824;1007;;Hemşirelik;;SAY
100710145;1007;;Hukuk Fakültesi;;EA
100710578;1007;;Çalışma Ekonomisi ve Endüstri İlişkileri;;EA
100710596;1007;;Ekonometri;;EA
100710154;1007;;İktisat;;EA
100710163;1007;;İşletme;;EA
100710181;1007;;Maliye;;EA
100711197;1007;;Siyaset Bilimi ve Kamu Yönetimi;;EA
100730467;1007;;Siyaset Bilimi ve Kamu Yönetimi (İÖ);;EA
100710199;1007;;Uluslararası İlişkiler;;EA
100730316;1007;;Uluslararası İlişkiler (İÖ);;EA
100710745;1007;;İlahiyat;;SÖZ
100710445;1007;;Gazetecilik;;SÖZ
100710206;1007;;Halkla İlişkiler ve Tanıtım;;SÖZ
100710215;1007;;Radyo, Televizyon ve Sinema;;SÖZ
100790413;1007;;Reklamcılık;;SÖZ
100790323;1007;;Denizcilik İşletmeleri Yönetimi;;EA
100790330;1007;;Çocuk Gelişimi;;EA
100711179;1007;;Hemşirelik;;SAY
100790418;1007;;Sosyal Hizmet;;EA
100790478;1007;;Yönetim Bilişim Sistemleri;;EA
100711091;1007;;Gastronomi ve Mutfak Sanatları;;SÖZ
100730458;1007;;Gastronomi ve Mutfak Sanatları (İÖ);;SÖZ
100790327;1007;;Rekreasyon Yönetimi;;SÖZ
100790329;1007;;Turizm İşletmeciliği;;EA
100711204;1007;;Turizm Rehberliği;;DİL
100790328;1007;;Turizm Rehberliği (İÖ);;DİL
100711107;1007;;İç Mimarlık;;SAY
100710648;1007;;Mimarlık;;SAY
100710296;1007;;Peyzaj Mimarlığı;;SAY
100711161;1007;;Şehir ve Bölge Planlama;;SAY
100711046;1007;;Bilgisayar Mühendisliği (İngilizce);;SAY
100710224;1007;;Çevre Mühendisliği;;SAY
100710436;1007;;Elektrik-Elektronik Mühendisliği;;SAY
100730219;1007;;Elektrik-Elektronik Mühendisliği (İÖ);;SAY
100710287;1007;;Gıda Mühendisliği;;SAY
100710233;1007;;İnşaat Mühendisliği;;SAY
100710242;1007;;Jeoloji Mühendisliği;;SAY
100710251;1007;;Makine Mühendisliği;;SAY
100790320;1007;;Beslenme ve Diyetetik;;SAY
100710603;1007;;Gerontoloji;;SAY
100711188;1007;;Ekonomi ve Finans;;EA
100790414;1007;;Turizm İşletmeciliği;;EA
100790473;1007;;Spor Yöneticiliği;;EA
100710427;1007;;Su Ürünleri Mühendisliği;;SAY
100710278;1007;;Tıp Fakültesi;;SAY
100710815;1007;;Gastronomi ve Mutfak Sanatları;;SÖZ
100711055;1007;;Rekreasyon Yönetimi;;SÖZ
100710799;1007;;Turizm İşletmeciliği;;EA
100710851;1007;;Turizm İşletmeciliği (İngilizce);;EA
100710869;1007;;Turizm Rehberliği;;DİL
100790475;1007;;Finans ve Bankacılık;;EA
100790471;1007;;Finans ve Bankacılık (KKTC Uyruklu);;EA
100711116;1007;;Pazarlama;;EA
100730413;1007;;Pazarlama (İÖ);;EA
100790469;1007;;Sigortacılık;;EA
100711125;1007;;Uluslararası Ticaret ve Lojistik;;EA
100730422;1007;;Uluslararası Ticaret ve Lojistik (İÖ);;EA
100711134;1007;;Yönetim Bilişim Sistemleri;;EA
100730431;1007;;Yönetim Bilişim Sistemleri (İÖ);;EA
100710481;1007;;Bahçe Bitkileri;;SAY
100710499;1007;;Bitki Koruma;;SAY
100710506;1007;;Tarım Ekonomisi;;EA
100711064;1007;;Tarım Ekonomisi (KKTC Uyruklu);;EA
100711019;1007;;Tarım Makineleri ve Teknolojileri Mühendisliği;;SAY
100711082;1007;;Tarımsal Biyoteknoloji;;SAY
100710524;1007;;Tarımsal Yapılar ve Sulama;;SAY
100710551;1007;;Tarla Bitkileri;;SAY
100711152;1007;;Tarla Bitkileri (KKTC Uyruklu);;SAY
100710533;1007;;Toprak Bilimi ve Bitki Besleme;;SAY
100710542;1007;;Zootekni;;SAY
100810126;1008;;Fen Bilgisi Öğretmenliği;;SAY
100810189;1008;;İlköğretim Matematik Öğretmenliği;;SAY
100810347;1008;;Okul Öncesi Öğretmenliği;;SÖZ
100890064;1008;;Özel Eğitim Öğretmenliği;;SÖZ
100810205;1008;;Rehberlik ve Psikolojik Danışmanlık;;EA
100810135;1008;;Sınıf Öğretmenliği;;EA
100810144;1008;;Sosyal Bilgiler Öğretmenliği;;SÖZ
100810462;1008;;Türkçe Öğretmenliği;;SÖZ
100810092;1008;;Biyoloji;;SAY
100890070;1008;;Biyoteknoloji;;SAY
100810356;1008;;Felsefe;;EA
100890063;1008;;İngiliz Dili ve Edebiyatı (İngilizce);;DİL
100810162;1008;;Matematik;;SAY
100810365;1008;;Sosyoloji;;EA
100810171;1008;;Tarih;;SÖZ
100810286;1008;;Türk Dili ve Edebiyatı;;SÖZ
100810268;1008;;İktisat;;EA
100810011;1008;;İşletme;;EA
100810435;1008;;Maliye;;EA
100810471;1008;;Siyaset Bilimi ve Kamu Yönetimi;;EA
100810498;1008;;Uluslararası İlişkiler;;EA
100810374;1008;;Yönetim Bilişim Sistemleri;;EA
100810532;1008;;Gazetecilik;;SÖZ
100890059;1008;;Halkla İlişkiler ve Reklamcılık;;SÖZ
100810426;1008;;İslami İlimler;;SÖZ
100830281;1008;;İslami İlimler (İÖ);;SÖZ
100810523;1008;;Mimarlık;;SAY
100810311;1008;;Elektrik-Elektronik Mühendisliği;;SAY
100810383;1008;;Endüstri Mühendisliği;;SAY
100810214;1008;;Harita Mühendisliği;;SAY
100810047;1008;;İnşaat Mühendisliği;;SAY
100810065;1008;;Makine Mühendisliği;;SAY
100890057;1008;;Acil Yardım ve Afet Yönetimi;;SAY
100890058;1008;;Acil Yardım ve Afet Yönetimi (İÖ);;SAY
100810505;1008;;Hemşirelik;;SAY
100810514;1008;;Sağlık Yönetimi;;EA
100810541;1008;;Tıp Fakültesi;;SAY
100890060;1008;;Turizm Rehberliği;;DİL
100810408;1008;;Veteriner Fakültesi;;SAY
110590035;1105;;Diş Hekimliği Fakültesi;;SAY
110510027;1105;;Fen Bilgisi Öğretmenliği;;SAY
110510036;1105;;İlköğretim Matematik Öğretmenliği;;SAY
110510142;1105;;İngilizce Öğretmenliği (İngilizce);;DİL
110590018;1105;;Okul Öncesi Öğretmenliği;;SÖZ
110510133;1105;;Rehberlik ve Psikolojik Danışmanlık;;EA
110590031;1105;;Sınıf Öğretmenliği;;EA
110590037;1105;;Türkçe Öğretmenliği;;SÖZ
110590038;1105;;Havacılık Yönetimi;;EA
110590051;1105;;İktisat;;EA
110510115;1105;;İnsan Kaynakları Yönetimi;;EA
110510072;1105;;İşletme;;EA
110510099;1105;;Uluslararası Ticaret;;EA
110590022;1105;;Bilgisayar Mühendisliği (İngilizce);;SAY
110590019;1105;;Elektrik-Elektronik Mühendisliği (İngilizce);;SAY
110510045;1105;;Endüstri Mühendisliği;;SAY
110590032;1105;;Genetik ve Biyomühendislik (İngilizce);;SAY
110510151;1105;;Gıda Mühendisliği (İngilizce);;SAY
110590020;1105;;İnşaat Mühendisliği;;SAY
110590023;1105;;İşletme Mühendisliği (İngilizce);;SAY
110590033;1105;;Makine Mühendisliği (İngilizce);;SAY
110510106;1105;;Metalurji ve Malzeme Mühendisliği;;SAY
110590039;1105;;Beslenme ve Diyetetik;;SAY
110590040;1105;;Fizyoterapi ve Rehabilitasyon;;SAY
110590034;1105;;Hemşirelik;;SAY
110590041;1105;;Mimarlık;;SAY
110510018;1105;;Tıp Fakültesi;;SAY
110510169;1105;;Gastronomi ve Mutfak Sanatları;;SÖZ
110510081;1105;;Turizm İşletmeciliği;;EA
206910063;2069;;Turizm İşletmeciliği (İngilizce) (Burslu);;EA
206910081;2069;;Turizm İşletmeciliği (İngilizce) (%50 İndirimli);;EA
206990054;2069;;Mimarlık (Burslu);;SAY
206990055;2069;;Mimarlık (%50 İndirimli);;SAY
206910027;2069;;Mimarlık (İngilizce) (Burslu);;SAY
206910045;2069;;Mimarlık (İngilizce) (%50 İndirimli);;SAY
206990060;2069;;Bilgisayar Mühendisliği (İngilizce) (Burslu);;SAY
206990061;2069;;Bilgisayar Mühendisliği (İngilizce) (%50 İndirimli);;SAY
206910115;2069;;Gastronomi ve Mutfak Sanatları (İngilizce) (Burslu);;SÖZ
206910133;2069;;Gastronomi ve Mutfak Sanatları (İngilizce) (%50 İndirimli);;SÖZ
206990063;2069;;İletişim ve Tasarımı (İngilizce) (Burslu);;SÖZ
206990064;2069;;İletişim ve Tasarımı (İngilizce) (%50 İndirimli);;SÖZ
202911019;2029;;Diş Hekimliği Fakültesi (Ücretli);;SAY
202911001;2029;;Diş Hekimliği Fakültesi (Burslu);;SAY
202911037;2029;;Diş Hekimliği Fakültesi (%25 İndirimli);;SAY
202910666;2029;;Eczacılık Fakültesi (İngilizce) (Ücretli);;SAY
202910675;2029;;Eczacılık Fakültesi (İngilizce) (Burslu);;SAY
202910693;2029;;Eczacılık Fakültesi (İngilizce) (%25 İndirimli);;SAY
202990164;2029;;Radyo, Televizyon ve Sinema (Burslu);;SÖZ
202990165;2029;;Radyo, Televizyon ve Sinema (%50 İndirimli);;SÖZ
202910418;2029;;Takı Tasarımı (Burslu);;EA
202910427;2029;;Takı Tasarımı (%50 İndirimli);;EA
202910287;2029;;Hukuk Fakültesi (Burslu);;EA
202910781;2029;;Hukuk Fakültesi (%50 İndirimli);;EA
202910736;2029;;Hukuk Fakültesi (UOLP-Köln Üniversitesi) (Burslu);;EA
202910799;2029;;Hukuk Fakültesi (UOLP-Köln Üniversitesi) (%50 İndirimli);;EA
202910463;2029;;Ekonomi (İngilizce) (Burslu);;EA
202910481;2029;;Ekonomi (İngilizce) (%50 İndirimli);;EA
202911073;2029;;Psikoloji (İngilizce) (Ücretli);;EA
202910251;2029;;Psikoloji (İngilizce) (Burslu);;EA
202910806;2029;;Psikoloji (İngilizce) (%50 İndirimli);;EA
202910506;2029;;Siyaset Bilimi ve Kamu Yönetimi (İngilizce) (Burslu);;EA
202910524;2029;;Siyaset Bilimi ve Kamu Yönetimi (İngilizce) (%50 İndirimli);;EA
202910612;2029;;Sosyoloji (İngilizce) (Burslu);;EA
202910639;2029;;Sosyoloji (İngilizce) (%50 İndirimli);;EA
202910199;2029;;Uluslararası İlişkiler (İngilizce) (Burslu);;EA
202910206;2029;;Uluslararası İlişkiler (İngilizce) (%50 İndirimli);;EA
202911497;2029;;İşletme (İngilizce) (Burslu);;EA
202911504;2029;;İşletme (İngilizce) (%50 İndirimli);;EA
202990170;2029;;Lojistik Yönetimi (İngilizce) (Burslu);;EA
202990171;2029;;Lojistik Yönetimi (İngilizce) (%50 İndirimli);;EA
202990166;2029;;Uluslararası Ticaret ve Finansman (İngilizce) (Burslu);;EA
202990167;2029;;Uluslararası Ticaret ve Finansman (İngilizce) (%50 İndirimli);;EA
202910093;2029;;Bilgisayar Mühendisliği (İngilizce) (Burslu);;SAY
202910109;2029;;Bilgisayar Mühendisliği (İngilizce) (%50 İndirimli);;SAY
202910118;2029;;Elektrik-Elektronik Mühendisliği (İngilizce) (Burslu);;SAY
202910127;2029;;Elektrik-Elektronik Mühendisliği (İngilizce) (%50 İndirimli);;SAY
202910136;2029;;Endüstri Mühendisliği (İngilizce) (Burslu);;SAY
202910145;2029;;Endüstri Mühendisliği (İngilizce) (%50 İndirimli);;SAY
202990172;2029;;İç Mimarlık ve Çevre Tasarımı (Burslu);;EA
202990173;2029;;İç Mimarlık ve Çevre Tasarımı (%50 İndirimli);;EA
202910657;2029;;İç Mimarlık ve Çevre Tasarımı (İngilizce) (Burslu);;EA
202910648;2029;;İç Mimarlık ve Çevre Tasarımı (İngilizce) (%50 İndirimli);;EA
202910587;2029;;İnşaat Mühendisliği (İngilizce) (Burslu);;SAY
202910603;2029;;İnşaat Mühendisliği (İngilizce) (%50 İndirimli);;SAY
202910551;2029;;Makine Mühendisliği (İngilizce) (Burslu);;SAY
202990174;2029;;Makine Mühendisliği (İngilizce) (%50 İndirimli);;SAY
202911249;2029;;Mimarlık (Burslu);;SAY
202911258;2029;;Mimarlık (%50 İndirimli);;SAY
202910172;2029;;Mimarlık (İngilizce) (Burslu);;SAY
202910727;2029;;Mimarlık (İngilizce) (%50 İndirimli);;SAY
202990175;2029;;Yazılım Mühendisliği (İngilizce) (Burslu);;SAY
202990176;2029;;Yazılım Mühendisliği (İngilizce) (%50 İndirimli);;SAY
202910754;2029;;Tıp Fakültesi (İngilizce) (Ücretli);;SAY
202910763;2029;;Tıp Fakültesi (İngilizce) (Burslu);;SAY
202910772;2029;;Tıp Fakültesi (İngilizce) (%25 İndirimli);;SAY
202990168;2029;;Gastronomi ve Mutfak Sanatları (Burslu);;SÖZ
202990169;2029;;Gastronomi ve Mutfak Sanatları (%50 İndirimli);;SÖZ
202911425;2029;;Yönetim Bilişim Sistemleri (Burslu);;EA
202911434;2029;;Yönetim Bilişim Sistemleri (%50 İndirimli);;EA
100910019;1009;;Fen Bilgisi Öğretmenliği;;SAY
100910028;1009;;İlköğretim Matematik Öğretmenliği;;SAY
100910231;1009;;İngilizce Öğretmenliği;;DİL
100910037;1009;;Okul Öncesi Öğretmenliği;;SÖZ
100910082;1009;;Rehberlik ve Psikolojik Danışmanlık;;EA
100910046;1009;;Sınıf Öğretmenliği;;EA
100910055;1009;;Sosyal Bilgiler Öğretmenliği;;SÖZ
100910064;1009;;Türkçe Öğretmenliği;;SÖZ
100910143;1009;;Matematik;;SAY
100910204;1009;;Tarih;;SÖZ
100930102;1009;;Tarih (İÖ);;SÖZ
100910249;1009;;Türk Dili ve Edebiyatı;;SÖZ
100930138;1009;;Türk Dili ve Edebiyatı (İÖ);;SÖZ
100910267;1009;;İlahiyat;;SÖZ
100930147;1009;;İlahiyat (İÖ);;SÖZ
100990034;1009;;Havacılık Yönetimi;;EA
100990022;1009;;İktisat;;EA
100990038;1009;;Siyaset Bilimi ve Kamu Yönetimi;;EA
100910258;1009;;Kentsel Tasarım ve Peyzaj Mimarlığı;;SAY
100910276;1009;;Kentsel Tasarım ve Peyzaj Mimarlığı (KKTC Uyruklu);;SAY
100910152;1009;;Şehir ve Bölge Planlama;;SAY
100990029;1009;;Ebelik;;SAY
100990030;1009;;Hemşirelik;;SAY
100990037;1009;;Bilgisayar Mühendisliği;;SAY
100910161;1009;;Elektrik-Elektronik Mühendisliği;;SAY
100910213;1009;;Makine Mühendisliği;;SAY
100910285;1009;;Tıp Fakültesi;;SAY
100990039;1009;;İngilizce Mütercim ve Tercümanlık;;DİL
101010801;1010;;Felsefe (Açıköğretim);;EA
